sentence,index,review_action,fine_review_action,aspect,target
While the experiments are only performed on sentimental analysis and digit recognition. How about evaluating the proposed methods on real image recognition such as DomainNet or Office-Home?,,arg_request,arg-request_experiment,asp_substance,2
It asks an interesting question: can we learn a model of the training dynamics to avoid actually having to do the training?,,arg_request,arg-request_explanation,asp_substance,0
"Most importantly, I would like to see a measure of variance/uncertainty like confidence intervals included in the results; otherwise it's impossible to assess whether the results are likely to be significant or not. Other questions:",,arg_request,arg-request_result,asp_substance,5
Why was this policy used as the baseline? It seems extremely basic and unlikely to truly lead to optimal performance.,,arg_request,arg-request_clarification,asp_substance,4
"2. Why were more baselines from the related work not included? I understand the experiments are a proof of concept, but it would be nice to get a feeling for what some of the other methods do.",,arg_request,arg-request_result,asp_substance,5
3. How do PPO and SimPLe handle partial observability? Is it principled to apply them to partially-observable environments?,,arg_request,arg-request_explanation,asp_substance,0
4. Why not use continuous actions with a parameterized policy (e.g. Gaussian)?,,arg_request,arg-request_explanation,asp_substance,0
5. Is it reasonable to assume that the learning dynamics of all deep learning architectures are similar enough that a model trained on one set of deep learning architectures and problems will generalize to new architectures and problems?,,arg_request,arg-request_explanation,asp_substance,0
These studies should be mentioned.,,arg_request,arg-request_edit,asp_meaningful-comparison,1
"I think the results as well as the new combination of existing approaches in the paper warrants publication. But it should be amended significantly to situate itself within the existing literature. I therefore award a ""weak accept"".",,arg_request,arg-request_edit,asp_meaningful-comparison,1
"Rather than motivating the work in this way, it might be helpful to focus the contribution as a combination of future time step prediction and discretization (both of which have been considered in previous work, but not in combination).",,arg_request,arg-request_edit,asp_soundness-correctness,1
"- Section 4: Would it be possible to train the vq-wav2vec model jointly with BERT, i.e. as one model? I suspect it would be difficult since, for the masking objective, the discrete units are already required, but maybe there is a scheme where this could work.",,arg_request,arg-request_explanation,asp_clarity,0
"- Section 2.2: Similarly to the above question, would there be a way to incorporate the BERT principles directly into an end-to-end model, e.g. by randomly masking some of the continuous input speech?",,arg_request,arg-request_explanation,asp_clarity,0
"- Section 3.3: What exactly does ""mode collapse"" refer to in this context? Would this be using only one codebook entry, for instance?",,arg_request,arg-request_clarification,asp_clarity,4
Is it possible that the output acoustic model is simply better-matched to continuous rather than discrete input (direct vq-wav2vec gives discrete while BERT gives continuous)? Would it make sense to train the wav2vec acoustic model on top of the vqvae codebook entries (e) instead of directly on the symbols?,,arg_request,arg-request_explanation,asp_clarity,0
"- ""gumbel"" -> ""Gumbel"" (throughout; or just be consistent in capitalization)",,arg_request,arg-request_typo,asp_clarity,3
"- ""which can be mitigated my workarounds"" -> ""which can be mitigated *by*",,arg_request,arg-request_typo,asp_clarity,3
"- ""work around"" -> ""workaround""",,arg_request,arg-request_typo,asp_clarity,3
"- I am in general curious to see if it will be beneficial to fine-tune the modules themselves can further improve performance. It maybe hard to do it entirely end-to-end, but maybe it is fine to fine-tune just a few top layers (like what Jiang et al did)?",,arg_request,arg-request_experiment,asp_substance,2
"For example, what benefit we can get if we have perfect object detection? Where can we get if we have perfect relationships?",,arg_request,arg-request_explanation,asp_substance,0
"One suggestion is that it might be useful to also release the structured (parsed) form besides the freeform inputs and outputs, for analysis and for evaluating structured neural network models like the graph networks.",,arg_request,arg-request_clarification,asp_replicability,4
page 3: “freefrom inputs and outputs” -> “freeform inputs and outputs”,,arg_request,arg-request_typo,asp_clarity,3
"- The authors state that x_j is sampled from the ""prior network"" to calculate E_x_j in Equation 10, but I didn’t understand how this network is set up. Could you explain it in detail?",,arg_request,arg-request_explanation,asp_soundness-correctness,0
"Specifically, how performance differs compared to when p (m | z) is not used and the decoder p (x | z, m) is conditioned by the mask included in the training set instead of the generated mask?",,arg_request,arg-request_clarification,asp_soundness-correctness,4
"- Why did you not do image inpainting in higher-dimensional experiments like Ivanov et al. (2019), i.e., considering each pixel as a different modality? Of course, I know that Ivanov et al. require the full data as input during training, but I’m interested in whether VSAE can perform inpainting properly even if trained given imperfect images.",,arg_request,arg-request_experiment,asp_substance,2
"1) Compare SAVP to the SVG-LP/FP model on a controlled synthetic dataset such as Stochastic Moving MNIST (Denton & Fergus, 2018)?",,arg_request,arg-request_experiment,asp_substance,2
"2) Comment on the plausibility of the samples generated by SAVP? Do some samples show imagined objects – implausible interactions for the robotic arm dataset? If so, what would be the advantage over blurry but plausible generations of a VAE?",,arg_request,arg-request_clarification,asp_substance,4
Please clarify.,,arg_request,arg-request_clarification,asp_substance,4
I wonder why the authors didn’t compare or mention optimizers such as ADAM and ADAGRAD which adapt their parameters on-the-fly as well.,,arg_request,arg-request_explanation,asp_substance,0
Also how does this compare to adaptive hyperparameter training techniques such as population based training?,,arg_request,arg-request_explanation,asp_substance,0
How is this a reasonable assumption?,,arg_request,arg-request_explanation,asp_soundness-correctness,0
"Question: In your experiments, you set the learning rate to be really low. What happens if you set it to be arbitrarily high? Can you algorithm recover good learning rates?",,arg_request,arg-request_experiment,asp_substance,2
"- in page 3, 2line above eq(2): what is delta in the variance of the multivariate normal distribution?",,arg_request,arg-request_clarification,asp_clarity,4
"- The randomized weight is not very practical. Though it may be the standard approach of mean field,",,arg_request,arg-request_edit,asp_soundness-correctness,1
"You have the phrase ""allowing to imagine thousands of trajectories in parallel"". I would like some elaboration on this. I think you have ideas of what is happening in the latent space that I am not following.",,arg_request,arg-request_explanation,asp_clarity,0
You are heavy on the machinery and math. I find the learning in the latent space the important part and there are things like how much simulation is done in the latent learning not clearly spelled out. How does the effort compare to the 1E9 steps of the base line your refer to?,,arg_request,arg-request_explanation,asp_soundness-correctness,0
"Now may be the time to move you to understanding what structures get learned in latent space, are the in fact compact, diverse?",,arg_request,arg-request_explanation,asp_soundness-correctness,0
Perhaps there is room for memory/memories in the latent space?,,arg_request,arg-request_explanation,asp_soundness-correctness,0
"The reviewer encourages the authors to make further new developments and have a more comprehensive literature review. But in the current form, the paper has less value to be published in ICLR.",,arg_request,arg-request_edit,asp_meaningful-comparison,1
- It would be also better to show the coefficient of existing methods that have no theoretical justification.,,arg_request,arg-request_experiment,asp_substance,2
"- It would be better to compare with a naive approach that uses domain discrepancy between each source and target as (fixed) coefficient since this approach such as Mansour (2009), Ben-David(2007, 2010) and Kuroki et al (2019) which explicitly consider the hypothesis class has theoretical justification in the form of generalization error bound in the target domain.",,arg_request,arg-request_experiment,asp_substance,2
The main contribution (backpropagating analytic gradients through imagined trajectories?) could potentially be highlighted more but otherwise the paper was clear.,,arg_request,arg-request_edit,asp_clarity,1
I wonder if the authors ever looked at how much the size of the latent vector determines the performance of the system?,,arg_request,arg-request_explanation,asp_clarity,0
Is there an optional latent vector size across domains or is that optimal size task dependent?,,arg_request,arg-request_explanation,asp_clarity,0
"Additionally, how much variance is there in the imagined trajectories from a certain starting state? In other words, are the endpoints of most imagined trajectories similar or very different?",,arg_request,arg-request_explanation,asp_clarity,0
"- On page 2 it says “We approach this limitation in latenby”, which I assume is a typo?",,arg_request,arg-request_typo,asp_clarity,3
"Further, there a number of experimental details that need to be further elaborated upon.",,arg_request,arg-request_explanation,asp_replicability,0
"e.g., architectures and hyper-parameters used, and training procedures (I encourage the authors to utilize the appendices for this).",,arg_request,arg-request_edit,asp_replicability,1
It is unclear to me how difficult/easy these results would be to reproduce. Do the authors intend to release code for their implementations and experiments?,,arg_request,arg-request_clarification,asp_replicability,4
"In particular, it is unclear what the assumption on the size of the unlabelled test set is.",,arg_request,arg-request_clarification,asp_clarity,4
"- While the method is presented as jointly learning all the components, in the experimental section it is stated that the embedding network (the meta-learner) and the GAN-based domain adaptation are done separately. Can the authors comment on this further?",,arg_request,arg-request_explanation,asp_soundness-correctness,0
"Is this different from first learning a image translation mapping (using the unlabelled data in the target domain), and then applying existing meta-learning models/algorithms to the labelled data in the target domain?",,arg_request,arg-request_explanation,asp_soundness-correctness,0
"It is my impression that, if the authors elaborate on the experimental protocol and implementation details, this paper would be a good fit for the venue.",,arg_request,arg-request_edit,asp_substance,1
1. The proposed model? Is using a conditional weight prior p(\theta | x) (Eq 3) instead of p(\theta) (as in BNNs)  necessary for the inflated uncertainties on OOD data?,,arg_request,arg-request_explanation,asp_soundness-correctness,0
"2. The  objective? The proposed objective,  Eq 5, trades off stochastically approximating the (conditional) marginal likelihood against not deviating too much from p(\theta) =  MN(0, I, I) in the KL sense.",,arg_request,arg-request_explanation,asp_soundness-correctness,0
"-  Instead of relying on the KL regularizer, a standard approach to learning the model in Eq 3 would be to use well understood MCMC or variational methods that explicitly retain uncertainty in \theta and induce predictive uncertainties.  Were they explored and found to be not effective?",,arg_request,arg-request_explanation,asp_soundness-correctness,0
It would be nice to see how a “gold standard” HMC based inference does on at least the small toy problem of Sec 5.1?,,arg_request,arg-request_experiment,asp_substance,2
Comparisons against these more standard inference algorithms is essential for understanding what advantages are afforded by the objective proposed in the paper.,,arg_request,arg-request_experiment,asp_substance,2
"In the real world, one would not have access to OOD data during training, how is one to pick \lambda in such cases?",,arg_request,arg-request_explanation,asp_soundness-correctness,0
"Why does it go to nearly zero around x = 0, while being higher in surrounding regions with more data?",,arg_request,arg-request_explanation,asp_soundness-correctness,0
It would be good to include comparisons against VI with \lambda = 1.,,arg_request,arg-request_experiment,asp_substance,2
I'd be interested to hear if the authors see a connection between their formalism and the one of Reference prior in Bayesian inference (Bernardo et al https://arxiv.org/pdf/0904.0156),,arg_request,arg-request_explanation,asp_meaningful-comparison,0
Another question which is not answered in the paper is the number $k$ of images to select for each pair of classifiers. Is this number task-dependent? Is it related to the number of classes?,,arg_request,arg-request_explanation,asp_clarity,0
What is a general guideline for one to choose this number $k$ given a new application scenario?,,arg_request,arg-request_clarification,asp_clarity,4
"I would suggest rewriting this paragraph to make it clearer and less speculative, and acknowledge that although rotating filters might increase computational complexity, it has often been shown very effective.",,arg_request,arg-request_edit,asp_clarity,1
Some more explanation / discussion would be good.,,arg_request,arg-request_explanation,asp_clarity,0
It would be nice to explain the spherical parameterization in more detail. Is this operation itself rotation equivariant?,,arg_request,arg-request_explanation,asp_substance,0
"- Abstract: ""to extract non-trivial features"".",,arg_request,arg-request_edit,arg_other,1
The word non-trivial really doesn't add anything here.,,arg_request,arg-request_edit,arg_other,1
"Similarly ""offers multi-level feature extraction capabilities"" is almost meaningless since all DL methods can be said to do so.",,arg_request,arg-request_edit,arg_other,1
"- Below eq. 5, D_R^{-1} should equal D_R(-omega, -nu, -phi).",,arg_request,arg-request_edit,arg_other,1
The order is reversed when inverting.,,arg_request,arg-request_edit,arg_other,1
"- ""Different notations of convolutions"" -> notions",,arg_request,arg-request_typo,arg_other,3
"- ""For spherical functions there is no consistent and well defined convolution operators."" As discussed above, the issue is quite a bit more subtle. There are exactly two well-defined convolution operators, but they have some characteristics deemed undesirable by the authors.",,arg_request,arg-request_edit,asp_clarity,1
"- ""rationally symmetric"" -> rotationally",,arg_request,arg-request_typo,arg_other,3
"- ""exact hierarchical spherical patterns"" -> extract",,arg_request,arg-request_typo,arg_other,3
- It seems quite likely that the unpacking of the icosahedral/hexagonal grid as done in this paper has been studied before in other fields.,,arg_request,arg-request_edit,asp_originality,1
"References would be in order. Similarly, hexagonal convolution has a history in DL and outside.",,arg_request,arg-request_edit,arg_other,1
"- Bottom of page 7, capitalize ""for"".",,arg_request,arg-request_typo,arg_other,3
"- ""principle curvatures"" -> principal.",,arg_request,arg-request_typo,arg_other,3
"- ""deferent augmentation modes"" -> different",,arg_request,arg-request_typo,arg_other,3
"- ""inspite"" -> in spite",,arg_request,arg-request_typo,arg_other,3
"- ""reprort"" -> report",,arg_request,arg-request_typo,arg_other,3
"- ""utlize"" -> utilize",,arg_request,arg-request_typo,arg_other,3
"- ""computer the convolution"" -> compute",,arg_request,arg-request_typo,arg_other,3
How do we take a limit of M -> ∞ ? Does k also go ∞?,,arg_request,arg-request_explanation,asp_replicability,0
"- The definition of g should depend on only \theta_k^I and \hat{\delta}_k^M, not \theta_k^k.",,arg_request,arg-request_typo,asp_clarity,3
"- The equation (1) should hold for any \theta’, not \theta.",,arg_request,arg-request_typo,asp_clarity,3
"- The equation (1) should contain \rho, not p.",,arg_request,arg-request_typo,asp_clarity,3
"Need to compare in more challenging settings where the success rate is meaningful, e.g. smaller epsilon or a more robust NN using some defence.",,arg_request,arg-request_experiment,asp_substance,2
Some intuitive explanation on why this should help and/or empirical comparison would be a great addition.,,arg_request,arg-request_explanation,asp_substance,0
It would be very useful to write the update more explicitly and compare and contrast this 2 very similar updates.,,arg_request,arg-request_experiment,asp_substance,2
"- I am not sure what the authors mean by “the Frank-Wolfe gap is affine invariant”. If we scale the input space by a, the gap should be scaled by a^2 - how/why is it invariant?",,arg_request,arg-request_explanation,asp_soundness-correctness,0
- I am not sure what you mean in 5.4 “we omit all grid search/ binary search steps,,arg_request,arg-request_clarification,asp_clarity,4
- In remark 4.8 in the end option I and II are inverted by mistake,,arg_request,arg-request_edit,asp_soundness-correctness,1
"- In 5.1, imagenet results are normally top-5 error rate not top-1 acc, would be better to report that more familiar number.",,arg_request,arg-request_edit,asp_soundness-correctness,1
1 - I would have liked to see more discussion about why the two results differ to give readers intuition about where the extra flexibility comes from.,,arg_request,arg-request_explanation,asp_substance,0
"Because these differences aren't explained, the synthetic tasks in the experimental section make this approach look artificially good in comparison to Hartford et al.",,arg_request,arg-request_explanation,asp_meaningful-comparison,0
I would have also liked to see a comparison to these methods in the the classification results.,,arg_request,arg-request_result,asp_meaningful-comparison,5
So the two results coincide for the exchangeable case. Might be worth pointing this out.,,arg_request,arg-request_edit,asp_meaningful-comparison,1
"In Appendix B.1, they report mixed results in terms of wall-clock time, and I strongly feel that these results should be in the main body of the paper.",,arg_request,arg-request_edit,asp_clarity,1
It would be interesting to see how these two algorithms stack up.,,arg_request,arg-request_experiment,asp_meaningful-comparison,2
"However, it trades-off computational cost for progress-per-iteration, so I think that an explicit analysis of this trade-off (beyond what’s in Appendix B.1) must be in the main body of the paper.",,arg_request,arg-request_edit,asp_substance,1
"- In active learning, the proposed method should be compared with other methods such as Bayesian DNN using dropout, etc.",,arg_request,arg-request_experiment,asp_meaningful-comparison,2
- How does the estimation accuracy of GAN relate to the estimation accuracy of the proposed method? Showing a quantitative description would be nice.,,arg_request,arg-request_explanation,asp_clarity,0
"As a concrete experiment to determine the importance, what would be the accuracy and computational comparison of ensembling 4+ models without MC-dropout vs. 3 ensembled models with MC-dropout?",,arg_request,arg-request_explanation,asp_clarity,0
"At the point (number of extra ensembles) where the computational time is equivalent, is the learning curve still better?",,arg_request,arg-request_explanation,asp_soundness-correctness,0
"-In the introduction, ""it is in general impossible to find an embedding in R^d such that ..."", why do we have to make v and v'(and u, and u') far from each other?",,arg_request,arg-request_explanation,asp_replicability,0
"- In Equation (2), How is P_ij defined exactly, are they parameters? I am quite confused about this part",,arg_request,arg-request_clarification,asp_clarity,4
"- In Equation (6), the posterior distribution should be P(X|G) since X is the latent variable to be inferred, right",,arg_request,arg-request_edit,asp_replicability,1
"- In Table 2 and 3, how are the degree and block information leveraged into the model?",,arg_request,arg-request_clarification,asp_replicability,4
This should be made crystal-clear in the paper.,,arg_request,arg-request_edit,asp_originality,1
"In this sense, claims about the low-variance of GO-gradient wrt to other reparametrization baed estimators should be removed, as they are the same.",,arg_request,arg-request_edit,asp_clarity,1
3. Authors should be much more clear about which is their original contribution to the problems stated in Section 4 and Section 5.,,arg_request,arg-request_edit,asp_originality,1
Did you try to have a single network?,,arg_request,arg-request_explanation,asp_substance,0
"2. If you consider \sigma, why do you also predict the rewrite success with \omega? Couldn't it be simply a function from S x S -> L ?",,arg_request,arg-request_explanation,asp_soundness-correctness,0
"It would be helpful to have a brief paragraph describing this architecture, for readers not familiar with the referenced paper.",,arg_request,arg-request_edit,asp_replicability,1
"4. How large is the training set of (T, P) pairs? I don't think this is mentioned in the paper.",,arg_request,arg-request_explanation,asp_replicability,0
You mention that negative mining should improve over this strategy. What does negative mining correspond to in this context? Are there bad rewrites better than others?,,arg_request,arg-request_explanation,asp_replicability,0
"6. Did you consider using an inverse function (say G), that maps an embedding in L / L' back to S (i.e. the inverse function of gamma / gamma').",,arg_request,arg-request_experiment,asp_substance,2
"I would imagine that even if an embedding X is a bit noisy, because not exactly equal to gamma(P) where P is the expression it represents, you could consider doing the propagation with gamma(G(X)).",,arg_request,arg-request_experiment,asp_substance,2
"Also, G could be used to check whether you obtain the expected formula after 4 steps, which would be a more informative information than the L2 distance between the resulting embedding and the embedding of the final formula.",,arg_request,arg-request_experiment,asp_substance,2
However in Figure 1c SGD with momentum at batch size 8k uses an effective LR of 4.,,arg_request,arg-request_clarification,asp_clarity,4
Can you explain this inconsistency i.e. why is there such a huge jump from 4 to 32 (in reality we expect the effective LR to stay constant in the curvature regime).,,arg_request,arg-request_explanation,asp_clarity,0
However 4 to 32 seems a bit inconsistent.,,arg_request,arg-request_clarification,asp_clarity,4
2) Does momentum help in constant step budget (with sufficiently large steps so that training loss is small)?,,arg_request,arg-request_clarification,asp_clarity,4
"3) Readability: Consider explaining what is meant by ""warm-up"", ""epoch budget"", ""step budget"" clearly and upfront.",,arg_request,arg-request_clarification,asp_clarity,4
"Edit (leaving everything else unchanged for now): After reading R3's assessment, I agree with them that it's worrying that the Deterministic Meta-Dropout performs better than baseline MAML - maybe it's an effect of a larger number of parameters in the model?",,arg_request,arg-request_clarification,asp_substance,4
"I would strongly encourage the authors to incorporate the baseline ""(1)"" as proposed by R3 in a future version of the paper as I agree with them that this is a relevant baseline.",,arg_request,arg-request_experiment,asp_substance,2
I think some more motivations or explorations (what kind of information did BERT learn) are needed to understand why that is the case.,,arg_request,arg-request_experiment,asp_substance,2
"A more economical approach is to use BERT-trained model as initialization for acoustic model training, which is the classical way how RBMs pre-training were used in ASR.",,arg_request,arg-request_edit,asp_soundness-correctness,1
"4. Another curious question is whether the features would still provide as much improvement when a stronger ASR system than AutoSeg (e.g., Lattice-free MMI) is used.",,arg_request,arg-request_explanation,asp_clarity,0
"The paper is easy to understand but several sections (starting from section 2) could use an english language review (e.g. ""search right"" -> ""search for the right"", ""predict next word"" -> ""predict the next word"", ...) In section 3, can you be more specific about the gains in training versus inference time?",,arg_request,arg-request_edit,asp_clarity,1
I believe the results all relate to inference but it would be good to get an overview of the impact of training time as well.,,arg_request,arg-request_explanation,asp_substance,0
Maybe in section 3.7 you can address how often that occurs as well?,,arg_request,arg-request_edit,asp_substance,1
- it wasn't clear how the sparsity percentage on page 3 was defined?,,arg_request,arg-request_explanation,asp_replicability,0
- can you motivate why you are not using perplexity in section 3.2?,,arg_request,arg-request_explanation,asp_soundness-correctness,0
"For example, the original GNN, ChebNet, etc. that leads to GCN can be mentioned.",,arg_request,arg-request_edit,arg_other,1
"The reviewer recommends the authors to read some literature review of the topic of GCN and re-organize the references, and use search engines to have a better view on the state of the art of (hyperbolic) geometric theories and graph convolutional networks.",,arg_request,arg-request_edit,arg_other,1
This is a thriving area that requires a careful literature review.,,arg_request,arg-request_edit,arg_other,1
The authors are suggested to use unified notations to denote vectors/matrices (e.g. all bold).,,arg_request,arg-request_edit,asp_clarity,1
The introduction can start at a lower level (such as flat/hyperbolic neural networks).,,arg_request,arg-request_edit,asp_clarity,1
"Section 3.4, as the main technical innovation, can be extended and includes some demonstrations.",,arg_request,arg-request_edit,none,1
"1.	From the generative model point of view, could the authors elaborate on the comparison against cGAN (aside from the descriptions in Appendix 2)? It is quoted “cGAN…often lack satisfactory diversity in practice”.",,arg_request,arg-request_explanation,asp_meaningful-comparison,0
"Also, can cGAN be used estimate the density of X (posterior or not)?",,arg_request,arg-request_explanation,asp_clarity,0
2.,,arg_request,arg-request_clarification,asp_clarity,4
3.	“we find it advantageous to pad both the in- and output of the network with equal number of zeros”: Is this to effectively increase the intermediate network dimensions?,,arg_request,arg-request_explanation,asp_clarity,0
"Also, does this imply that for both forward and inverse process those zero-padded entries always come out to be zero?",,arg_request,arg-request_explanation,asp_soundness-correctness,0
"This is not necessarily a drawback, I am curious if this model could succeed on higher dimensional data (e.g., image), especially with the observation y.",,arg_request,arg-request_experiment,asp_substance,2
=> Environment: The experimental section of the paper can be further improved.,,arg_request,arg-request_experiment,asp_substance,2
"The approach is evaluated only in three cases: fish, walker, cheetah. Can it be applied to more complex morphologies? Humanoid etc. maybe?",,arg_request,arg-request_experiment,asp_clarity,2
How would the given graph network compare to this?,,arg_request,arg-request_explanation,asp_soundness-correctness,0
"Does the controller also start from scratch? If so, why? Also, it is not clear what is the meaning of generations if the graph is fixed, can't it be learned altogether at once?",,arg_request,arg-request_explanation,asp_soundness-correctness,0
A comparison with Graph Convolutional Network based techniques seems appropriate (e.g. Kipf and Welling 2017).,,arg_request,arg-request_experiment,asp_meaningful-comparison,2
How do the FID/Inception improvements compare to (Mescheder et al 2018)?,,arg_request,arg-request_explanation,asp_soundness-correctness,0
It would be interesting to discuss why the FID score for SVHN gets worse in presence of 1000 labels.,,arg_request,arg-request_edit,asp_clarity,1
It would be informative to show the generated images w/ and w/o manifold regularization.,,arg_request,arg-request_edit,asp_clarity,1
More analysis should be provided on why (Kumar et al 2017) perform so well on SVHN.,,arg_request,arg-request_experiment,asp_substance,2
It should be stated that bold values in tables do not represent best results (as it is usually the case) but rather results for the proposed approach.,,arg_request,arg-request_edit,asp_clarity,1
What does “keeping notes” mean?,,arg_request,arg-request_explanation,asp_clarity,0
\alpha^i_t and u^i are also pretty complex and it would be good to conduct some ablation analysis.,,arg_request,arg-request_result,asp_substance,5
"- tau Yih et al, 2016 --> Yih et al, 2016",,arg_request,arg-request_typo,asp_clarity,3
"Also, I am left wondering what are considered the parameters of the models -- are only the neuromodulatory terms considered as the additional trainable parameters compared to baseline LSTMs? How are the Hebbian synapses themselves considered in this calculation?",,arg_request,arg-request_explanation,asp_soundness-correctness,0
"If the Hebbian synapses are not considered, then the authors need a control with matched memory-capacities to account for the extra capacity afforded by the Hebbian synapses.",,arg_request,arg-request_edit,asp_soundness-correctness,1
"Given the ties between Hebbian synapses and attention (see Ba et al), an important control here could be an LSTM with Bahdanau (2014) style attention.",,arg_request,arg-request_experiment,asp_substance,2
"Finally, the style (font) of the paper does not adhere to the ICLR style template, and must be changed.",,arg_request,arg-request_edit,asp_clarity,1
You may be able to show more plots which help display the quality of the embedding space varying with the number of triplets used.,,arg_request,arg-request_edit,asp_clarity,1
Error bar may also be needed for comparison.,,arg_request,arg-request_result,asp_meaningful-comparison,5
"- for the experiment with Imagenet images, it is not very clear how many pictures are used. Is this number 2500?",,arg_request,arg-request_clarification,asp_replicability,4
"- the authors fix the number of layers of the used network based on ""our experience"". For the sake of completeness, more experiments in this area would be nice.",,arg_request,arg-request_experiment,asp_substance,2
"- I don't see a discussion about the downsides of the method (for example, the large number of triplet comparison examples needed for training; and possible methods to overcome this problem).",,arg_request,arg-request_clarification,asp_soundness-correctness,4
- in section 4.4,,arg_request,arg-request_explanation,asp_substance,0
- in section 4.3 how is the reconstruction built (Figure 3b)?,,arg_request,arg-request_clarification,asp_replicability,4
"- In figure 3 (c) ""number |T of input"" should be  ""number |T| of input""",,arg_request,arg-request_typo,asp_clarity,3
"- In figure 5 (a) ""cencept"" should be ""concept""",,arg_request,arg-request_typo,asp_clarity,3
"- In figure 8 ""Each column corresponds to ..."" should be ""Each row corresponds to ..."".",,arg_request,arg-request_typo,asp_clarity,3
"- In the last paragraph of A1 ""growth of the layer width respect"" should be ""growth of the layer width with respect""",,arg_request,arg-request_typo,asp_clarity,3
"- In the second paragraph of A2 ""hypothesize the that relation"" should be ""hypothesize that the relation"".",,arg_request,arg-request_typo,asp_clarity,3
"- In section 4.3 last paragraph, first sentence: ""with the maximunm number"" should be ""with the maximum number""",,arg_request,arg-request_typo,asp_clarity,3
"1. Are e_{i,t} and lambda_{i,t} vectors?",,arg_request,arg-request_clarification,asp_clarity,4
What happens if there are multiple mentions in the text? Which one does it look at?,,arg_request,arg-request_explanation,asp_soundness-correctness,0
"3. For the LSTM in the graph update, why does it have only one input? Shouldn’t it have two inputs, one for previous hidden state and the other for input?",,arg_request,arg-request_clarification,asp_soundness-correctness,4
"This is great, but could you also report the number when the full dataset is used?",,arg_request,arg-request_edit,asp_replicability,1
5. What does it mean that in training time the model “updates” the location node representation with the encoding of correct span. Do you mean you use the encoding instead?,,arg_request,arg-request_explanation,asp_soundness-correctness,0
"6. For ProPara task 2, what threshold did you choose to obtain the P/R/F1 score?",,arg_request,arg-request_explanation,asp_replicability,0
Is it the threshold that maximizes F1?,,arg_request,arg-request_clarification,asp_clarity,4
Could you comment on the importance of this component? Did you test the model on other types of videos where this hypothesis is less relevant?,,arg_request,arg-request_experiment,asp_substance,2
The cited paper 'Learning an adaptive learning rate schedule' does not appear online.,,arg_request,arg-request_edit,arg_other,1
Other Comments - The citation to Zaremba et al. in Table 1 made it seem like the perplexity result on that line of the table was directly from Zaremba et al's paper. I'd recommend removing the citation from that line to avoid confusion.,,arg_request,arg-request_edit,asp_clarity,1
"One thing I would have loved to see from this paper is a comparison of modulated-plasticity LSTMs with the sota from Melis et al., 2017.",,arg_request,arg-request_experiment,asp_meaningful-comparison,2
I think the paper is solid as-is; positive results in this comparison would take it to the next level.,,arg_request,arg-request_experiment,asp_substance,2
Why were zero-sequences necessary in Experiment 1?,,arg_request,arg-request_clarification,asp_clarity,4
"Perhaps the authors could clarify on what a confounding ""time-locked scheduling strategy"" would look like in this task?",,arg_request,arg-request_clarification,asp_clarity,4
"Why does Experiment 1 present pairs of stimuli, rather than high-dimensional individual stimuli?",,arg_request,arg-request_explanation,asp_clarity,0
Why is non-plastic rnn left out of Figure 2b?,,arg_request,arg-request_clarification,asp_clarity,4
"""However, in Nature,"" -- no caps",,arg_request,arg-request_typo,asp_clarity,3
"in appendix: ""(see Figure A.4)"" -- the figure is labeled ""Figure 3""",,arg_request,arg-request_typo,asp_clarity,3
A general overview of related work in these directions are needed.,,arg_request,arg-request_edit,asp_clarity,1
1. The paper should also consider more recently proposed evaluation metrics such as discussed in https://arxiv.org/pdf/1805.09733.pdf,,arg_request,arg-request_experiment,asp_replicability,2
2. The author should try to avoid using yellow color in plots.,,arg_request,arg-request_edit,asp_clarity,1
"For the bAbi task, although there is a significant improvement (43%) in the mean error rate compared to the original DNC, it's important to note that performance in this task has improved a lot since the DNC paper was release. Since this is the only non-toy task in the paper, in my opinion, the authors have to discuss current SOTA on it, and have to cite, for example the universal transformer[1], entnet[2], relational nets [3], among others architectures that shown recent advances on this benchmark.",,arg_request,arg-request_experiment,asp_meaningful-comparison,2
"It would also be good if besides the mean error rates, they reported best runs chosen by performance on the validation task, and number of the tasks solve (with < 5% error) as it is standard in this dataset.",,arg_request,arg-request_result,asp_substance,5
"4) Table 1 difference between DNC and DNC (DM) is not clear. I am assuming it's the numbers reported in the paper, vs the author's implementation?",,arg_request,arg-request_clarification,asp_clarity,4
"5)In session 3.1-3.3, for completeness. I think it would be helpful to explicitly compare the equations from the original DNC paper with the new proposed ones.",,arg_request,arg-request_experiment,asp_substance,2
"In sec. 4, there's a reference to an initial set of experiments with count-based methods without much details.",,arg_request,arg-request_edit,asp_substance,1
Another area of improvement is the experiments around VAE.,,arg_request,arg-request_experiment,asp_substance,2
Also it's not clear from the details in the paper what are the architectures for the VAE and RFs (there's a reference to the code but would've been better to have sufficient details in the paper).,,arg_request,arg-request_edit,asp_clarity,1
An interesting area for future work could be on early stopping techniques for embedding training - it seems that RFs perform well without any training while in some scenarios the IDFs work overall the best.,,arg_request,arg-request_experiment,asp_soundness-correctness,2
So it would be interesting to explore how much training is needed for the embedding model.,,arg_request,arg-request_experiment,asp_soundness-correctness,2
- Was the auxiliary tower used during the training of the shared weights W?,,arg_request,arg-request_explanation,none,0
"- Figure 4 does not illustrate M=4 and N=4, e.g. which operation belongs to which layer?",,arg_request,arg-request_explanation,none,0
