text,index,review_action,target
The paper proposes using the Frank-Wolfe algorithm for fast adversarial attacks.,,arg_fact,0
They prove upper bounds on the Frank-Wolfe gap and show experimentally that they can attack successfully much faster than other algorithms.,,arg_evaluative,0
"In general I find the paper novel (to the best of my somewhat limited knowledge), interesting and well written.",,arg_evaluative,0
However I find the white-box experiments lacking as almost every method has 100% success rate.,,arg_evaluative,0
Fixing this would significantly improve the paper.,,none,0
Main remarks:,,arg_structuring,0
- Need more motivation for faster white-box attack.,,arg_evaluative,0
"One good motivation for example is adversarial training, e.g. Kurakin et al 2017 ‘ADVERSARIAL MACHINE LEARNING AT SCALE’ that would benefit greatly from faster attacks",,arg_fact,0
"- White-box attack experiments don’t really prove the strength of the method, even with imagenet experiments, as almost all attacks get 100% success rate making it hard to compare.",,arg_evaluative,0
"Need to compare in more challenging settings where the success rate is meaningful, e.g. smaller epsilon or a more robust NN using some defence.",,arg_request,1
Also stating the 100% success rate in the abstract is a bit misleading for the this reason.,,arg_evaluative,0
"-Something is a bit weird with the FGM results. While it is a weaker attack, a 0%/100% disparity between it and every other",,arg_evaluative,0
attack seems odd.,,none,0
-The average distortion metric (that’s unfavourable to your method anyway) doesn’t really mean anything as the constraint optimization has no incentive to find a value smaller than the constraint.,,arg_evaluative,0
"- Regarding lambda>1, you write that “we argue this modification makes our algorithm more general, and gives rise to better attack results”.",,arg_fact,0
I did not see any theoretical or empirical support for this in the paper.,,arg_evaluative,0
"Also, it seems quite strange to me that making the FW overshot and then projecting back would be beneficial.",,arg_evaluative,0
Some intuitive explanation on why this should help and/or empirical comparison would be a great addition.,,arg_request,1
"- The authors claim that this is the first zeroth-order non-convex FW convergence rate, I am not familiar enough with the field to evaluate this claim and its significance.",,arg_evaluative,0
"- Alg. 1 for T>1 is very similar to I-FGM, but also ‘pulls’ x_t towards x_orig.",,arg_fact,0
It would be very useful to write the update more explicitly and compare and contrast this 2 very similar updates.,,arg_request,1
This gives nice insight into why this should intuitively work better.,,none,0
"- I am not sure what the authors mean by “the Frank-Wolfe gap is affine invariant”. If we scale the input space by a, the gap should be scaled by a^2 - how/why is it invariant?",,arg_request,1
- I am not sure what you mean in 5.4 “we omit all grid search/ binary search steps,,arg_request,1
…”,,none,0
Minor remarks:,,arg_structuring,0
- In remark 4.8 in the end option I and II are inverted by mistake,,arg_request,1
"- In 5.1, imagenet results are normally top-5 error rate not top-1 acc, would be better to report that more familiar number.",,arg_request,1
"- In the proof you wrongfully use the term telescope sum twice, there is nothing telescopic about the sum it is just bound by the max value times the length.",,arg_evaluative,0
This paper explores maximally expressive linear layers for jointly exchangeable data and in doing so presents a surprisingly expressive model.,,arg_structuring,0
I have given it a strong accept because the paper takes a very well-studied area (convolutions on graphs) and manages to find a far more expressive model (in terms of numbers of parameters) than what was previously known by carefully exploring the implications of the equivariance assumptions implied by graph data.,,arg_evaluative,0
"The result is particularly interesting because the same question was asked about exchangeable matrices (instead of *jointly* exchangeable matrices) by Hartford et al. [2018] which lead to a model with 4 bases instead of the 15 bases in this model, so the additional assumption of joint exchangeability (i.e. that any permutations applied to rows of a matrix must also be applied to columns - or equivalently, the indices of the rows and columns of a matrix refer to the same items / nodes) gives far more flexibility but without losing anything with respect to the Hartford et al result (because it can be recovered using a bipartite graph construction - described below).",,arg_evaluative,0
So we have a case where an additional assumption is both useful (in that it allows for the definition of a more flexible model) and benign (because it doesn't prevent the layer from being used on the data explored in Hartford et al.).,,arg_evaluative,0
I only have a couple of concerns:,,arg_structuring,0
1 - I would have liked to see more discussion about why the two results differ to give readers intuition about where the extra flexibility comes from.,,arg_request,1
The additional parameters of this paper come from having parameters associated with the diagonal (intuitively: self edges get treated differently to other edges) and having parameters for the transpose of the matrix (intuitively: incoming edges are different to outgoing edges).,,arg_other,0
Neither of these assumptions apply in the exchangeable setting (where the matrix may not be square so the diagonal and transpose can't be used).,,arg_evaluative,0
"Because these differences aren't explained, the synthetic tasks in the experimental section make this approach look artificially good in comparison to Hartford et al.",,arg_request,1
"The tasks are explicitly designed to exploit these additional parameters - so framing the synthetic experiments as, ""here are some simple functions for which we would need the additional parameters that we define"" makes sense; but arguing that Hartford et al. ""fail approximating rather simple functions"" (page 7) is misleading because the functions are precisely the functions on which you would expect Hartford et al. to fail (because it's designed for a different setting).",,arg_evaluative,0
"2 - Those more familiar of the graph convolution literature will be more familiar with GCN [kipf et al. 2016] / GraphSAGE [Hamilton et al. 2017] / Monti et al [2017] / etc.. Most of these approaches are more restricted version of this work / Hartford et al. so we wouldn't expect them to perform any differently from the Hartford et al.  baseline on the synthetic dataset, but including them will strengthen the author's argument in favour of the work.",,arg_evaluative,0
I would have also liked to see a comparison to these methods in the the classification results.,,arg_request,1
3 - Appendix A - the 6 parameters for the symmetric case with zero diagonal reduces to the same 4 parameters from Hartford et al. if we constrained the diagonal to be zero in the output as well as the input.,,arg_evaluative,0
"This is the case when you map an exchangeable matrix into a jointly exchangeable matrix by representing it as a bipartite graph [0, X; X^T, 0].",,arg_evaluative,0
So the two results coincide for the exchangeable case. Might be worth pointing this out.,,arg_request,1
"The authors seek to make it practical to use the full-matrix version of Adagrad’s adaptive preconditioner (usually one uses the diagonal version), by storing the r most recently-seen gradient vectors in a matrix G, and then showing that (GG^T)^(-½) can be calculated fairly efficiently (at the cost of one r*r matrix inversion, and two matrix multiplications by an r*d matrix).",,arg_structuring,0
This is a really nice trick.,,arg_evaluative,0
"I’m glad to see that the authors considered adding momentum (to adapt ADAM to this setting), and their experiments show a convincing benefit in terms of performance *per iteration*. Interestingly, they also show that the models found by their method also don’t generalize poorly, which is noteworthy and slightly surprising.",,arg_evaluative,0
"However, their algorithm--while much less computationally expensive than true full-matrix adaptive preconditioning---is still far more expensive than the usual diagonal version.",,arg_evaluative,0
"In Appendix B.1, they report mixed results in terms of wall-clock time, and I strongly feel that these results should be in the main body of the paper.",,arg_request,1
One would *expect* the proposed approach to work better than diagonal preconditioning on a per-iteration basis (at least in terms of training loss).,,arg_fact,0
"A reader’s most natural question is whether there is a large enough improvement to offset the extra computational cost, so the fact that wall-clock times are relegated to the appendix is a significant weakness.",,arg_evaluative,0
"Finally, the proposed approach seems to sort of straddle the line between traditional convex optimization algorithms, and the fast stochastic algorithms favored in machine learning.",,arg_fact,0
"In particular, I think that the proposed algorithm has a more-than-superficial resemblance to stochastic LBFGS: the main difference is that LBFGS approximates the inverse Hessian, instead of (GG^T)^(-½).",,arg_fact,0
It would be interesting to see how these two algorithms stack up.,,arg_request,1
"Overall, I think that this is an elegant idea and I’m convinced that it’s a good algorithm, at least on a per-iteration basis.",,arg_evaluative,0
"However, it trades-off computational cost for progress-per-iteration, so I think that an explicit analysis of this trade-off (beyond what’s in Appendix B.1) must be in the main body of the paper.",,arg_request,1
The paper studies the Bayesian inferences with the generative adversarial network (GAN).,,arg_structuring,0
"In the first half of the paper, the general framework of the Bayes estimation is introduced.",,arg_structuring,0
"Then, The authors proposed how to incorporate GAN to the Bayesian inference.",,arg_structuring,0
Some computational methods for calculating the mean of the statistic under the posterior distribution are described.,,arg_structuring,0
"Then, numerical experiments using MNIST and Celeb-A datasets are presented.",,arg_structuring,0
"Though the Bayesian inference using GAN is a natural idea, learning algorithms proposed in this paper are simple and are not intensively developed.",,arg_evaluative,0
"In numerical experiments, there is no comparison with major competitors besides random sampling in the active learning setup.",,arg_evaluative,0
"Hence, the effectiveness and advantage of the proposed methods are not clear.",,arg_evaluative,0
"- In active learning, the proposed method should be compared with other methods such as Bayesian DNN using dropout, etc.",,arg_request,1
- How does the estimation accuracy of GAN relate to the estimation accuracy of the proposed method? Showing a quantitative description would be nice.,,arg_request,1
This paper introduces a technique using ensembles of models with MC-dropout to perform uncertainty sampling for active learning.,,arg_structuring,0
"In active learning, there is generally a trade-off between data efficiency and computational cost.",,arg_structuring,0
"This paper proposes a combination of existing techniques, not just ensembling neural networks and not just doing MC dropout, but doing both.",,arg_structuring,0
"The improvements over basic ensembling are rather minimal, at the cost of extra computation.",,arg_structuring,0
"More specifically, the data efficiency (factor improvement in data to achieve some accuracy) of the proposed method over using a deterministic ensemble is around just 10% or so.",,arg_structuring,0
"On the other hand, the proposed algorithm requires 100x more forward passes when computing the uncertainty (which may be significant, unclear without runtime experiments).",,arg_structuring,0
"As a concrete experiment to determine the importance, what would be the accuracy and computational comparison of ensembling 4+ models without MC-dropout vs. 3 ensembled models with MC-dropout?",,arg_request,1
"At the point (number of extra ensembles) where the computational time is equivalent, is the learning curve still better?",,arg_request,1
The novelty of this method is minimal.,,arg_evaluative,0
The technique basically fills out the fourth entry in a Punnett square.,,arg_fact,0
"The paper is well-written, has good experiments, and has a comprehensive related work section.",,arg_evaluative,0
"Overall, this paper is good, but is not novel or important enough for acceptance.",,arg_evaluative,0
This paper proposes an algorithm for auxiliary learning.,,arg_structuring,0
"Given a target prediction task to be learned on training data, the auxiliary learning utilizes external training data to improve learning.",,arg_structuring,0
"The authors focus on a setup where both target and external training data come from the same distribution but differ in class labels, where each class in the target data is a set of finer-grained classes in the auxiliary data.",,arg_structuring,0
The authors propose a heuristic for learning from both data sets through minimization of a joint loss function.,,arg_structuring,0
The experimental results show that the proposed methods works well on this particular setup on CIFAR data set.,,arg_structuring,0
Strengths:,,arg_structuring,0
+ a new auxiliary learning algorithm,,arg_evaluative,0
+ positive results on CIFAR data set,,arg_evaluative,0
Weaknesses:,,arg_structuring,0
- novelty is low: the proposed algorithm is a heuristic similar to previously proposed algorithms in the transfer learning and auxiliary learning space,,arg_evaluative,0
- there is no attempt to provide a theoretical insight into the performance of the algorithm,,arg_evaluative,0
"- the problem assumptions are too simplistic and unrealistic (feature distributions of target and auxiliary data are identical), so it is questionable if the proposed algorithm has practical importance",,arg_evaluative,0
"- experiments are performed using a synthetic setup on a single data set, so it remains unclear if the algorithm would be successful in a real life scenario",,arg_evaluative,0
"- the paper is poorly written and sentences are generally very hard to parse. For example, section 3.1 is opened by statements such as ""(we use) a multi-task evaluator which trains on the principal and auxiliary tasks, and evaluates the performance of the auxiliary tasks on a meta set""??",,arg_evaluative,0
This paper studied learning unsupervised node embeddings by considering the structural properties of networks.,,arg_structuring,0
Experimental results on a few data sets prove the effective of the proposed approaches over existing state-of-the-art approaches for unsupervised node embeddings.,,arg_structuring,0
Strength:,,arg_structuring,0
- important problem and interesting idea,,arg_evaluative,0
- the proposed approach seems to be effective according to the experiments,,arg_evaluative,0
Weakness:,,arg_structuring,0
- some parts of the paper are quite unclear,,arg_evaluative,0
- the complexity of the proposed algorithm seems to be very high,,arg_evaluative,0
- the data sets used in the experiments are very small,,arg_evaluative,0
Details:,,arg_structuring,0
"-In the introduction, ""it is in general impossible to find an embedding in R^d such that ..."", why do we have to make v and v'(and u, and u') far from each other?",,arg_request,1
"- In Equation (2), How is P_ij defined exactly, are they parameters? I am quite confused about this part",,arg_request,1
"- In Equation (6), the posterior distribution should be P(X|G) since X is the latent variable to be inferred, right",,arg_request,1
？,,none,0
"- In Table 2 and 3, how are the degree and block information leveraged into the model?",,arg_request,1
"This paper presents a gradient estimator for expectation-based objectives, which is called Go-gradient.",,arg_structuring,0
"This estimator is unbiased, has low variance and, in contrast to other previous approaches, applies to either continuous and discrete random variables.",,arg_structuring,0
"They also extend this estimator to problems where the gradient should be ""backpropagated"" through a nested combination of random variables and a (non-linear) functions.",,arg_structuring,0
Authors present an extensive experimental evaluation of the estimator on different challenging machine learning problems.,,arg_structuring,0
"The paper addresses a relevant problem which appears in many machine learning settings, as it is the problem of estimating the gradient of an expectation-based objective.",,arg_evaluative,0
"In general, the paper is well written and easy to follow. And the experimental evaluation is extensive and compares with relevant state-of-the-art methods.",,arg_evaluative,0
The main problem with this paper is that it is difficult to identify its main and novel contributions.,,arg_evaluative,0
"1. In the case of continuous random variables, Go-gradient is equal to Implicit Rep gradients (Figurnov et al. 2018) and pathwise gradients (Jankowiack & Obermeyer,2018).",,arg_fact,0
"Furthermore, for the Gaussian case, Implicit Rep gradients (and Go-gradient too) are equal to the standard reparametrization trick estimator (Kingma & Welling, 2014).",,arg_fact,0
This should be made crystal-clear in the paper.,,arg_request,1
What happens is that the authors arrive at this solution using a different approach.,,arg_fact,0
"In this sense, claims about the low-variance of GO-gradient wrt to other reparametrization baed estimators should be removed, as they are the same.",,arg_request,1
"Moreover, I don't think some of the presented experiments are necessary.",,arg_evaluative,0
Simply because for continuous variables similar experiments have been reported before,,arg_evaluative,0
"(Figurnov et al. 2018, Jankowiack & Obermeyer,2018).",,none,0
"2. It seems that the main novel contribution of the paper is to extend the ideas of (Figurnov et al. 2018, Jankowiack & Obermeyer,2018) to discrete variables. And this is a relevant contribution.",,arg_evaluative,0
And the experimental evaluations of this part are convincing and compare favourably with other state-of-the-art methods.,,arg_evaluative,0
3. Authors should be much more clear about which is their original contribution to the problems stated in Section 4 and Section 5.,,arg_request,1
As authors acknowledge in Section 6,,none,0
.,,none,0
"<<Stochastic back-propagation (Rezende et al., 2014; Fan et al., 2015), focusing mainly on re-parameterizable Gaussian random variables and deep latent Gaussian models, exploits the product rule for an integral to derive gradient backpropagation through several continuous random variables.",,arg_fact,0
>>,,none,0
This is exactly what authors do in these sections.,,arg_evaluative,0
"Again it seems that the real contribution of this paper here is to extend this stochastic back-propagation (Rezende et al., 2014; Fan et al., 2015) ideas to discrete variables.",,arg_fact,0
Although this extension seems to be easily derived using the contributions made at point 2.,,arg_evaluative,0
"Summarizing, the paper addresses a relevant problem but they do not state which their main contributions are, and reintroduce some ideas previously published in the literature.",,arg_evaluative,0
The paper proposes a technique to perform reasoning on mathematical formulas in a latent space.,,arg_structuring,0
The model is trained to predict whether a rewrite rule can be applied to a formula given its latent representation.,,arg_structuring,0
"When the rewrite is possible, the model also predicts the embedding of the resulting formula.",,arg_structuring,0
"Experiments show that the network can be applied multiple steps in a row, while operating only in the embedding space.",,arg_structuring,0
"1. As mentioned in the paragraph before Section 4.1, it would be much simpler to consider a single latent embedding space L. In that case, \sigma and \alpha become unnecessary and we only need to train \omega.",,arg_evaluative,0
Did you try to have a single network?,,arg_request,1
"This seems a much more natural approach to me, and I'm surprised that you did not start with that.",,arg_evaluative,0
"From my experience, aligning embedding spaces is something that usually does not work very well, especially in high dimension.",,arg_evaluative,0
The role of \sigma seems very redundant given \omega.,,arg_evaluative,0
"2. If you consider \sigma, why do you also predict the rewrite success with \omega? Couldn't it be simply a function from S x S -> L ?",,arg_request,1
"3. The graph neural networks used in the model are not described in the paper, only a reference to Paliwal et al (2019) is given.",,arg_evaluative,0
"It would be helpful to have a brief paragraph describing this architecture, for readers not familiar with the referenced paper.",,arg_request,1
"4. How large is the training set of (T, P) pairs? I don't think this is mentioned in the paper.",,arg_request,1
"5. To train \sigma and \omega, the negative instances are selected randomly.",,arg_fact,0
You mention that negative mining should improve over this strategy. What does negative mining correspond to in this context? Are there bad rewrites better than others?,,arg_request,1
"6. Did you consider using an inverse function (say G), that maps an embedding in L / L' back to S (i.e. the inverse function of gamma / gamma').",,arg_request,1
"I would imagine that even if an embedding X is a bit noisy, because not exactly equal to gamma(P) where P is the expression it represents, you could consider doing the propagation with gamma(G(X)).",,arg_request,1
This could be a possibility to remove the noise you have when doing multi-step operations (and potentially go way beyond 4 steps).,,arg_fact,0
"Also, G could be used to check whether you obtain the expected formula after 4 steps, which would be a more informative information than the L2 distance between the resulting embedding and the embedding of the final formula.",,arg_request,1
"Overall, the model is a bit complicated (e.g. question 1.), but the results are promising, the paper is well written, and the ability to manipulate formula embeddings is probably going to be useful in the context of theorem proving.",,arg_evaluative,0
This paper studies the properties of SGD as a function of batch size and learning rate.,,arg_structuring,0
Authors argue that SGD has two regimes:  a noise dominated regime (small batch size) and curvature dominated regime (large batch size).,,arg_structuring,0
Authors conduct through numerical experiments highlighting how learning rate changes as a function of batch size (initially linear growth and then saturates).,,arg_structuring,0
The critical contribution of this work appears to be the observation that large batch size can be worse than small under same number of steps demonstrating implicit regularization of small batch size.,,arg_structuring,0
The two regime claim of the paper is not really novel.,,arg_evaluative,0
These regimes are fairly well covered by previous works (e.g. Belkin et al as well as others).,,arg_evaluative,0
"When it comes to experiments, constant epoch budget is also fairly well understood and the behavior in Figure 1 is not really surprising (as the eventual training performance gets worse with large batches).",,arg_evaluative,0
The interesting part in my opinion is the experiments on constant steps.,,arg_evaluative,0
Authors verify large batch size reduces test accuracy while improving train.,,arg_evaluative,0
I believe these experiments are novel and the results are interesting.,,arg_evaluative,0
"Besides CIFAR 10, authors test this hypothesis in two other datasets while tuning the learning rate.",,arg_fact,0
"On the other hand, contribution is somewhat incremental given observations made by related literature (Keskar et al and others).",,arg_evaluative,0
Some remarks:,,arg_structuring,0
"1) In Table 1, batch size 16k has effective LR of 32.",,arg_fact,0
However in Figure 1c SGD with momentum at batch size 8k uses an effective LR of 4.,,arg_request,1
Can you explain this inconsistency i.e. why is there such a huge jump from 4 to 32 (in reality we expect the effective LR to stay constant in the curvature regime).,,arg_request,1
I also understand that one is constant epoch and other is constant step.,,arg_fact,0
However 4 to 32 seems a bit inconsistent.,,arg_request,1
2) Does momentum help in constant step budget (with sufficiently large steps so that training loss is small)?,,arg_request,1
"3) Readability: Consider explaining what is meant by ""warm-up"", ""epoch budget"", ""step budget"" clearly and upfront.",,arg_request,1
"The authors propose to meta-learn, using MAML, the mean of an elementwise, input-dependent, multiplicative noise to improve generalization in few-shot learning.",,arg_structuring,0
The motivation is that meta-learning the noise allows to learn how to best perturb examples in order to improve generlization.,,arg_structuring,0
"This claim is supported by ample experimental evidence and comparisons against many baselines, as well as additional ablation studies w.r.t design choices of the algorithm itself.",,arg_evaluative,0
The paper is well written and easy to read.,,arg_evaluative,0
"Consequently, I think this is a nice paper and should be accepted.",,arg_evaluative,0
"Edit (leaving everything else unchanged for now): After reading R3's assessment, I agree with them that it's worrying that the Deterministic Meta-Dropout performs better than baseline MAML - maybe it's an effect of a larger number of parameters in the model?",,arg_request,1
Edit:,,arg_structuring,0
Thank you for your response.,,arg_social,0
I will leave my score as is.,,arg_fact,0
"I would strongly encourage the authors to incorporate the baseline ""(1)"" as proposed by R3 in a future version of the paper as I agree with them that this is a relevant baseline.",,arg_request,1
This paper presents a method for unsupervised representation learning of speech.,,arg_structuring,0
"The idea is to first learn discrete representation (vector quantization is done by Gumbel softmax or k-means) from audio samples with contrastive prediction coding type objective, and then perform BERT-style pre-training (borrowed from NLP).",,arg_structuring,0
"The BERT features are used as inputs to ASR systems, rather than the usual log-mel features.",,arg_structuring,0
"The idea, which combines those of previous work (wav2vec and BERT) synergetically, is intuitive and clearly presented, significant improvements over log-mel and wav2vec were achieved on ASR benchmarks WSJ and TIMIT.",,arg_evaluative,0
"Based on these merits, I suggest this paper to be accepted.",,arg_evaluative,0
"On the other hand, I would suggest directions for investigation and improvements as follows.",,arg_structuring,0
"1. While I understand that vector quantization makes the use of NLP-style BERT-training possible (as the inputs to NLP models are discrete tokens),  there are potential disadvantages as well.",,arg_fact,0
"One observation from the submission is that the token set may need to very large (from tens of thousands to millions) for the system to work well, making the BERT training computationally expensive (I noticed that the BERT model is trained on 128 GPUs)",,arg_evaluative,0
.,,none,0
"Also, without BERT pre-training, using directly the discrete tokens seems to consistently give worse performance for ASR.",,arg_fact,0
I think some more motivations or explorations (what kind of information did BERT learn) are needed to understand why that is the case.,,arg_request,1
"2. Besides the computational expensive-ness of the three-step approach (vector quantization, BERT, acoustic model training), the combined model complexity is large because these steps do not share neural network architecture.",,arg_evaluative,0
"A more economical approach is to use BERT-trained model as initialization for acoustic model training, which is the classical way how RBMs pre-training were used in ASR.",,arg_request,1
3. One concern I have with discrete representation is how robust they are wrt different dataset.,,arg_evaluative,0
The ASR datasets used in this work are relatively clean (but there does exists domain difference between them).,,arg_fact,0
"It remains to see how the method performs with more acoustically-challenging speech data, and how universally useful the learned features are (as is the case for BERT in NLP).",,arg_fact,0
"4. Another curious question is whether the features would still provide as much improvement when a stronger ASR system than AutoSeg (e.g., Lattice-free MMI) is used.",,arg_request,1
"Overall, while I think the computational cost of the proposed method is high, rendering it less practical at this point, I believe the approach has potential and the result obtained so far is already significant.",,arg_evaluative,0
In this paper the authors introduce a new technique for softmax inference.,,arg_structuring,0
"In a multiclass setting, the idea is to take the output of a NN and turn it into a gating function to choose one expert.",,arg_structuring,0
"Then, given the expert, output a particular category.",,arg_structuring,0
The first level of sparsity comes from the first expert.,,arg_structuring,0
The second level of sparsity comes from every expert only outputting a limited set of output categories.,,arg_structuring,0
"The paper is easy to understand but several sections (starting from section 2) could use an english language review (e.g. ""search right"" -> ""search for the right"", ""predict next word"" -> ""predict the next word"", ...) In section 3, can you be more specific about the gains in training versus inference time?",,arg_request,1
I believe the results all relate to inference but it would be good to get an overview of the impact of training time as well.,,arg_request,1
You motivate some of the work by the fact that the experts have overlapping outputs.,,arg_fact,0
Maybe in section 3.7 you can address how often that occurs as well?,,arg_request,1
Nits:,,arg_structuring,0
- it wasn't clear how the sparsity percentage on page 3 was defined?,,arg_request,1
- can you motivate why you are not using perplexity in section 3.2?,,arg_request,1
This paper builds a new graph convolutional network (GCN) based on hyperbolic representations of the graph nodes: all latent representations of the nodes are points on Poincare disks.,,arg_structuring,0
The authors adapted the Hyperbolic Neural Networks by Ganea et al. (2018) into the Kipf & Welling's (2016) version of GCN.,,arg_structuring,0
"Specifically, the authors variated the right matrix multiplication in GCN with Ganea et al.'s Mobius matrix-vector multiplication (that can be regarded as a transformation between two Poincare disks).",,arg_structuring,0
"Moreover, as a non-trivial adaptation, the author defined the left matrix multiplication in GCN (that can be regarded as a weighted linear combination of several points on the same Poincare disk) with Ungar's (2010) weighted barycenter, which is from computational geometry but not the machine learning community.",,arg_structuring,0
"The resulting method is tested on a toy problem and semi-supervised node classification of commonly used datasets, showing the possibility of improvement.",,arg_structuring,0
"This is a practical contribution but not a theoretical contribution, as there is no main theorem (or equivalent statements), and the main novelty is on using Ungar's (2010) weighted barycenter to perform neighborhood features aggregations.",,arg_structuring,0
There are some general discussions on how to adapt gyrovector space theory into spherical spaces.,,arg_structuring,0
This is interesting but no formal results are presented.,,arg_structuring,0
I vote for rejection for four major weaknesses explained as follows.,,arg_evaluative,0
(1) The experimental results cannot show the usefulness of the proposed GCN.,,arg_evaluative,0
The results on real datasets are similar to the regular GCN.,,arg_evaluative,0
"As the authors themselves remarked, ""it can be seen that our models sometimes outperform the two Euclidean GCN"".",,arg_structuring,0
"The experimental settings, e.g. how the train:test datasets are split, and hyperparameter settings, are not clearly given.",,arg_evaluative,0
(2) The method is not well motivated.,,arg_evaluative,0
"The motivation, based on the writing, is that constant curvature spaces are more general where the computation is easy to handle.",,arg_structuring,0
This is too general and not enough as a motivation.,,arg_evaluative,0
"After reading, the reviewer cannot understand why the user should bother to use hyperbolic representations that are more complex to compute in GCNs, given that the experimental results are roughly the same.",,arg_evaluative,0
(3) A large body of graph neural network literature is omitted.,,arg_evaluative,0
The authors start from a very high-level description of machine learning in constant curvature spaces.,,arg_fact,0
Such high-level introductions require more comprehensive literatures to support.,,arg_evaluative,0
"In the first mentioning of Graph Neural Networks, the authors only cited Kipf & Welling's GCN.",,arg_fact,0
This is misleading.,,arg_evaluative,0
"For example, the original GNN, ChebNet, etc. that leads to GCN can be mentioned.",,arg_request,1
"The reviewer recommends the authors to read some literature review of the topic of GCN and re-organize the references, and use search engines to have a better view on the state of the art of (hyperbolic) geometric theories and graph convolutional networks.",,arg_request,1
This is a thriving area that requires a careful literature review.,,arg_request,1
(4) The writing quality is not satisfactory.,,arg_evaluative,0
Here are a few examples: The ICLR citation style needs to use sometimes \citep.,,arg_evaluative,0
"The authors instead used \cite everywhere, making the paper hard to read.",,arg_evaluative,0
The authors are suggested to use unified notations to denote vectors/matrices (e.g. all bold).,,arg_request,1
The introduction can start at a lower level (such as flat/hyperbolic neural networks).,,arg_request,1
"Section 3.4, as the main technical innovation, can be extended and includes some demonstrations.",,arg_request,1
"While the invertible model structure itself is essentially the same as Real-NVP, the use of observation variables in the framework with theoretically sound bidirectional training for safe use of the seemingly naïve inclusion of y (i.e., y and z can be independent).",,arg_structuring,0
Its abilities to model the posterior distributions of the inputs are supported by both quantitative and qualitative experiments.,,arg_structuring,0
The demonstration on practical examples is a plus.,,arg_evaluative,0
"The advantage of INN, however, is not crystal clear to me versus other generative methods such as GAN and VAE.",,arg_evaluative,0
"This is an interesting paper overall, so I am looking forward for further discussions.",,arg_social,0
Pros:,,arg_structuring,0
1.	Extensive analyses of the possibility of modeling posterior distributions with an INN have been shown.,,arg_evaluative,0
Detailed experiment setups are provided in the appendix.,,arg_evaluative,0
2.	The theoretical guarantee (with some assumptions) of the true posterior might be beneficial in practice for relatively low-dimensional or less complex tasks.,,arg_evaluative,0
Comments/Questions:,,arg_structuring,0
"1.	From the generative model point of view, could the authors elaborate on the comparison against cGAN (aside from the descriptions in Appendix 2)? It is quoted “cGAN…often lack satisfactory diversity in practice”.",,arg_request,1
"Also, can cGAN be used estimate the density of X (posterior or not)?",,arg_request,1
2.,,arg_request,1
"For the bidirectional training, did the ratios of the losses (L_z, L_y, L_x) have to be changed, or the iterations of forward/backward trainings have to be changed (e.g., 1 forward, 1 backward vs. 2 forward, 1 backward)?",,none,0
"This question comes from my observation that the nature of the losses, especially for L_y vs. L_y,L_x (i.e., SL vs. USL) seem to be different.",,arg_fact,0
3.	“we find it advantageous to pad both the in- and output of the network with equal number of zeros”: Is this to effectively increase the intermediate network dimensions?,,arg_request,1
"Also, does this imply that for both forward and inverse process those zero-padded entries always come out to be zero?",,arg_request,1
"It seems that there needs some way to enforce them to be zero to ensure that the propagation happens only among the entries belonging to the variables of interests (x, y and z).",,arg_fact,0
4.	It seems that most of the experiments are done in relatively small dimensional data.,,arg_structuring,0
"This is not necessarily a drawback, I am curious if this model could succeed on higher dimensional data (e.g., image), especially with the observation y.",,arg_request,1
[Summary]:,,arg_structuring,0
This paper tackles the problem of automatic robot design.,,arg_structuring,0
The most popular approach to doing this has been evolutionary methods which work by evolving morphology of agents in a feed-forward manner using a propagation and mutation rules.,,arg_structuring,0
This is a non-differentiable process and relies on maintaining a large pool of candidates out of which best ones are chosen with the highest fitness.,,arg_structuring,0
"In robot design for a given task using rewards, training each robot design using RL with rewards is an expensive process and not scalable.",,arg_structuring,0
This paper uses graph network to train each morphology using RL.,,arg_structuring,0
"Thereby, allowing the controller to share parameters and reuse information across generations.",,arg_structuring,0
This expedites the score function evaluation improving the time complexity of the evolutionary process.,,arg_structuring,0
[Strengths]:,,arg_structuring,0
This paper shows some promise when graph network-based controllers augmented with evolutionary algorithms.,,arg_evaluative,0
Paper is quite easy to follow.,,arg_evaluative,0
[Weaknesses and Clarifications]:,,arg_structuring,0
=> Robot design area has been explored extensively in classical work of Sims (1994) etc. using ES.,,arg_fact,0
"Given that, the novelty of the paper is fairly incremental as it uses NerveNet to evaluate fitness and ES for the main design search.",,arg_evaluative,0
=> Environment: The experimental section of the paper can be further improved.,,arg_request,1
"The approach is evaluated only in three cases: fish, walker, cheetah. Can it be applied to more complex morphologies? Humanoid etc. maybe?",,arg_request,1
=> Baselines: The comparison provided in the paper is weak.,,arg_evaluative,0
"At first, it compares to random graph search and ES.",,arg_structuring,0
But there are better baselines possible.,,arg_evaluative,0
One such example would be to have a network for each body part and share parameters across each body part.,,arg_fact,0
"This network takes some identifying information (ID, shape etc.) about body part as input.",,arg_fact,0
"As more body parts are added, more such network modules can be added.",,arg_fact,0
How would the given graph network compare to this?,,arg_request,1
This baseline can be thought of a shared parameter graph with no message passing.,,arg_fact,0
=> The results shown in Figure-4 (Section-4.2) seems unclear to me.,,arg_evaluative,0
"As far as I understand, the model starts with hand-engineered design and then finetuned using evolutionary process.",,arg_structuring,0
